e,c,C,F,a,d,y,f,p,s,r,t,u
1284,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-19,2022.0,600.0,Private individual,Individuals and Private Associations,Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority,https://www.aepd.es/es/documento/ps-00007-2022.pdf
1285,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-19,2022.0,5000.0,Bar owner,Accomodation and Hospitality,Art. 5 (1) b) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00580-2021.pdf
1286,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-19,2022.0,2000.0,Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00450-2021.pdf
1287,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-19,2022.0,4000.0,Bookstore employee,Industry and Commerce,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.aepd.es/es/documento/ps-00422-2021.pdf
1288,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-18,2022.0,56000.0,"BANKINTER, S.A.","Finance, Insurance and Consulting",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00421-2021.pdf
1289,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-05-26,2022.0,10000.0,Afragola municipality,Employment,"Art. 5 (1) a), c) GDPR, Art. 12 (3), (4) GDPR, Art. 2-ter Codice della privacy",Non-compliance with general data processing principles,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9789899
1290,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-05-12,2022.0,6000.0,Villabate municipality,Employment,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 37 (1) a) GDPR, Art. 37 (7) GDPR, Art. 38 (6) GDPR",Non-compliance with general data processing principles,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9781242
1291,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2021-03-25,2021.0,6000.0,"Convitto Nazionale Statale ""Giordano Bruno"" di Maddaloni (boarding school)",Public Sector and Education,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 2-ter (1), (3) Codice della privacy",Insufficient legal basis for data processing,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9583865
1292,CROATIA,Croatia,/flags/flag_croatia.png,Croatian Data Protection Authority (azop),2022-07-21,2022.0,4000.0,Car dealership,Industry and Commerce,Art. 27 (1) Zakona o provedbi Opće uredbe o zaštiti podataka,Insufficient fulfilment of information obligations,https://azop.hr/izrecene-dvije-upravne-novcane-kazne-u-ukupnom-iznosu-218-milijuna-kuna/
1293,CROATIA,Croatia,/flags/flag_croatia.png,Croatian Data Protection Authority (azop),2022-07-21,2022.0,285000.0,Telecommunications company,"Media, Telecoms and Broadcasting","Art. 25 (1) GDPR, Art. 32 (1) b) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,https://azop.hr/izrecene-dvije-upravne-novcane-kazne-u-ukupnom-iznosu-218-milijuna-kuna/
1294,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-05-26,2022.0,16000.0,Region of Tuscany,Public Sector and Education,"Art. 5 (1) c) GDPR, Art. 6 (1) c) GDPR, Art. 6 (2) GDPR, Art. 6 (3) b) GDPR, Art. 2-ter (1), (3) Codice della privacy",Insufficient legal basis for data processing,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9789564
1295,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-05-26,2022.0,4000.0,Università Agraria di Nettuno,Employment,"Art. 5 GDPR, Art. 6 GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9789541
1296,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-05-12,2022.0,2000.0,Singh Market,Industry and Commerce,"Art. 5 (1) a) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9789409
1297,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-05-26,2022.0,70000.0,Azienda sanitaria universitaria Friuli Centrale,Health Care,"Art. 5 (1) a), f) GDPR, Art. 9 GDPR, Art. 25 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9790365
1298,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-05-26,2022.0,50000.0,Azienda sanitaria universitaria Friuli Occidentale,Health Care,"Art. 5 (1) a), f) GDPR, Art. 9 GDPR, Art. 25 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9789972
1299,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-05-22,2022.0,12000.0,Comune di Napoli Corpo di Polizia Municipale,Public Sector and Education,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 88 GDPR, Art. 113 Codice della privacy",Insufficient legal basis for data processing,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9788986
1300,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2021,2021.0,5000.0,Private individual,Individuals and Private Associations,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing,https://www.zaftda.de/tb-bundeslaender/hamburg/796-30-tb-lfd-hamburg-2021-o-drs-nr-vom-06-04-2022/file
1301,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2021,2021.0,12500.0,Energy supplier,Transportation and Energy,Unknown,Unknown,https://www.zaftda.de/tb-bundeslaender/hamburg/796-30-tb-lfd-hamburg-2021-o-drs-nr-vom-06-04-2022/file
1302,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2021,2021.0,12500.0,Energy supplier,Transportation and Energy,Unknown,Unknown,https://www.zaftda.de/tb-bundeslaender/hamburg/796-30-tb-lfd-hamburg-2021-o-drs-nr-vom-06-04-2022/file
1303,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2021,2021.0,10100.0,Car trading group,Industry and Commerce,Unknown,Insufficient legal basis for data processing,https://www.zaftda.de/tb-bundeslaender/hamburg/796-30-tb-lfd-hamburg-2021-o-drs-nr-vom-06-04-2022/file
1304,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-22,2022.0,40000.0,"ESVETEL, S.L.","Media, Telecoms and Broadcasting","Art. 28 GDPR, Art. 48 (1) b) LGT",Insufficient fulfilment of data subjects rights,https://www.aepd.es/es/documento/ps-00394-2021.pdf
1305,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Niedersachsen,2022-07-26,2022.0,1100000.0,Volkswagen,Industry and Commerce,"Art. 13 GDPR, Art. 28 GDPR, Art. 30 GDPR, Art. 35 GDPR",Insufficient fulfilment of information obligations,https://lfd.niedersachsen.de/startseite/infothek/presseinformationen/1-1-millionen-euro-bussgeld-gegen-volkswagen-213835.html
1306,LUXEMBOURG,Luxembourg,/flags/flag_luxembourg.png,National Commission for Data Protection (CNPD),2022-06-22,2022.0,3000.0,Company,Employment,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2022/decision-12fr-2022-sous-forme-anonymisee.pdf
1307,LUXEMBOURG,Luxembourg,/flags/flag_luxembourg.png,National Commission for Data Protection (CNPD),2022-06-30,2022.0,1400.0,Company,Not assigned,"Art. 5 (1) e) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2022/decision-13fr-2022-sous-forme-anonymisee.pdf
1308,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-22,2022.0,500.0,CINCON S.C.,Industry and Commerce,Art. 13 (2) GDPR,Insufficient fulfilment of information obligations,https://www.aepd.es/es/documento/ps-00043-2022.pdf
1309,LUXEMBOURG,Luxembourg,/flags/flag_luxembourg.png,National Commission for Data Protection (CNPD),2022-06-30,2022.0,1000.0,Company,Not assigned,"Art. 5 (1) a) GDPR, Art. 12 (1), (7) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2022/decision-15fr-2022-sous-forme-anonymisee.pdf
1310,LUXEMBOURG,Luxembourg,/flags/flag_luxembourg.png,National Commission for Data Protection (CNPD),2022-06-30,2022.0,1000.0,Company,Not assigned,"Art. 5 (1) a) GDPR, Art. 12 (1), (7) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2022/decision-14fr-2022-sous-forme-anonymisee.pdf
1311,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-27,2022.0,300.0,Private Person,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00005-2022.pdf
1312,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-26,2022.0,15000.0,"TELEFÓNICA MÓVILES ESPAÑA, S.A.U.","Media, Telecoms and Broadcasting",Art. 6 (1) GDPR,Insufficient legal basis for data processing,https://www.aepd.es/es/documento/ps-00017-2022.pdf
1313,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Niedersachsen,2022-07-28,2022.0,900000.0,Hannoversche Volksbank,"Finance, Insurance and Consulting",Art. 6 (1) GDPR,Insufficient legal basis for data processing,https://lfd.niedersachsen.de/startseite/infothek/presseinformationen/900-000-euro-bussgeld-gegen-kreditinstitut-wegen-profilbildung-zu-werbezwecken-213925.html
1314,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-26,2022.0,2500.0,Homeowners Association,Real Estate,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00486-2021.pdf
1315,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-26,2022.0,800.0,"EFS MANTENIMIENTO Y SERVICIOS TÉCNICOS, S.L.",Industry and Commerce,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00290-2021.pdf
1316,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2021-09-29,2021.0,11000.0,Territorial Administration of the Government of Genoa,Public Sector and Education,"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) Art. 6 (2) GDPR, Art. 6  (3) b) GDPR GDPR, Art. 2-ter (1), (3) Codice della privacy",Insufficient legal basis for data processing,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9719797
1317,POLAND,Poland,/flags/flag_poland.png,Polish National Personal Data Protection Office (UODO),2022-07-06,2022.0,2120.0,University Hospital of the Medical University of Warsaw,Health Care,"Art. 33 GDPR, Art. 34 GDPR",Insufficient fulfilment of data breach notification obligations,https://uodo.gov.pl/decyzje/DKN.5131.34.2021
1318,FRANCE,France,/flags/flag_france.png,French Data Protection Authority (CNIL),2022-07-07,2022.0,175000.0,UBEEQO INTERNATIONAL,Transportation and Energy,"Art. 5 (1) c), e) GDPR, Art. 12 GDPR",Non-compliance with general data processing principles,https://www.legifrance.gouv.fr/cnil/id/CNILTEXT000046070924?init=true&page=1&query=%2A&searchField=ALL&tab_selection=cnil
1319,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-01,2022.0,600.0,Private individual,Individuals and Private Associations,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00613-2021.pdf
1320,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-02,2022.0,42000.0,Banco Bilbao Vizcaya Argentaria S.L.,"Finance, Insurance and Consulting",Art. 6 GDPR,Insufficient legal basis for data processing,https://www.aepd.es/es/documento/ps-00142-2022.pdf
1321,NORWAY,Norway,/flags/flag_norway.png,Norwegian Supervisory Authority (Datatilsynet),2022-08-02,2022.0,30200.0,Krokatjønnvegen 15 AS,Real Estate,Art. 6 GDPR,Insufficient legal basis for data processing,https://www.datatilsynet.no/regelverk-og-verktoy/lover-og-regler/avgjorelser-fra-datatilsynet/2022/gebyr-til-krokatjonnvegen-15-as/
1322,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-08-04,2022.0,2000.0,Sephora Cosmetics România SA,Industry and Commerce,Art. 21 GDPR,Insufficient fulfilment of data subjects rights,https://www.dataprotection.ro/?page=Comunicat_Presa_04_08_2022&lang=ro
1323,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-04,2022.0,2000.0,JAÉN SENTIDO Y COMÚN,Not assigned,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security,https://www.aepd.es/es/documento/ps-00622-2021.pdf
1324,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-29,2022.0,3000.0,"ESTUDIOS EUROPEOS DE POSTGRADO Y EMPRESA, S.L.",Public Sector and Education,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security,https://www.aepd.es/es/documento/ps-00581-2021.pdf
1325,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-01,2022.0,9600.0,"LAST LAP, S.L.",Industry and Commerce,"Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,https://www.aepd.es/es/documento/ps-00105-2022.pdf
1326,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-08-01,2022.0,26000.0,Policoro municipality,Public Sector and Education,"Art. 5 (1) a), e) GDPR, Art. 5 (2) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 24 GDPR, Art. 38 (6) GDPR",Non-compliance with general data processing principles,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9794895
1327,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2021-05-13,2021.0,20000.0,Synlab Med srl,Health Care,"Art. 5 (1) a), c) GDPR, Art. 9 GDPR, Art. 2-ter Codice della privacy",Non-compliance with general data processing principles,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9678535
1328,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-08-09,2022.0,7000.0,CDI Transport Intern și Internațional SRL,Transportation and Energy,"Art. 12 (1) GDPR, Art. 58 (1) a), e) GDPR",Insufficient fulfilment of data subjects rights,https://www.dataprotection.ro/?page=Comunicat_Presa_09.08.2022_1&lang=ro
1329,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-08,2022.0,600.0,Restaurant owner,Accomodation and Hospitality,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00617-2021.pdf
1330,DENMARK,Denmark,/flags/flag_denmark.png,Danish Data Protection Authority (Datatilsynet),2022-08-11,2022.0,6700.0,Lolland municipiality,Public Sector and Education,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2022/aug/lolland-kommune-indstilles-til-boede
1331,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-08-09,2022.0,1000.0,Wabag Water Services SRL,Employment,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://www.dataprotection.ro/?page=Comunicat_Presa_09.08.2022&lang=ro
1332,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-08,2022.0,600.0,Private individual,Individuals and Private Associations,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00118-2022.pdf
1333,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-03,2022.0,600.0,Private individual,Individuals and Private Associations,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00086-2022.pdf
1334,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-05,2022.0,9000.0,"Prodesspa Decoratius i Pintures , S.L.",Employment,Art. 6 GDPR,Insufficient legal basis for data processing,https://www.aepd.es/es/documento/ps-00180-2022.pdf
1335,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Niedersachsen,2021,2021.0,16000.0,Electronics store,Industry and Commerce,"Art. 5 (1) c) GDPR, Art. 17 GDPR, Art. 35 (3) GDPR",Non-compliance with general data processing principles,https://www.zaftda.de/tb-bundeslaender/niedersachsen/805-27-tb-lfd-niedersachen-2021-o-dr-nr-vom-02-06-2022/file
1336,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Niedersachsen,2021,2021.0,,Company,Not assigned,"Art. 25 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.zaftda.de/tb-bundeslaender/niedersachsen/805-27-tb-lfd-niedersachen-2021-o-dr-nr-vom-02-06-2022/file
1337,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Niedersachsen,2021,2021.0,,Unknown,Not assigned,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.zaftda.de/tb-bundeslaender/niedersachsen/805-27-tb-lfd-niedersachen-2021-o-dr-nr-vom-02-06-2022/file
1338,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Niedersachsen,2021,2021.0,,Unknown,Not assigned,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.zaftda.de/tb-bundeslaender/niedersachsen/805-27-tb-lfd-niedersachen-2021-o-dr-nr-vom-02-06-2022/file
1339,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of  Saxony,2021,2021.0,1001000.0,Private individual,Individuals and Private Associations,Art. 6 GDPR,Insufficient legal basis for data processing,https://www.zaftda.de/tb-bundeslaender/sachsen/landesdatenschutzbeauftragter-6/804-22-tb-lfd-sachsen-2021-o-drs-nr-vom-25-05-2022/file
1340,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of  Saxony,2021,2021.0,,Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.zaftda.de/tb-bundeslaender/sachsen/landesdatenschutzbeauftragter-6/804-22-tb-lfd-sachsen-2021-o-drs-nr-vom-25-05-2022/file
1341,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-12,2022.0,180.0,Private individual,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00124-2022.pdf
1342,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of  Saxony,2021,2021.0,,Private individual,Individuals and Private Associations,Unknown,Unknown,https://www.zaftda.de/tb-bundeslaender/sachsen/landesdatenschutzbeauftragter-6/804-22-tb-lfd-sachsen-2021-o-drs-nr-vom-25-05-2022/file
1343,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of  Saxony,2021,2021.0,,Private individual,Individuals and Private Associations,Unknown,Unknown,https://www.zaftda.de/tb-bundeslaender/sachsen/landesdatenschutzbeauftragter-6/804-22-tb-lfd-sachsen-2021-o-drs-nr-vom-25-05-2022/file
1344,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of  Saxony,2021,2021.0,,Gym owner,Employment,Unknown,Unknown,https://www.zaftda.de/tb-bundeslaender/sachsen/landesdatenschutzbeauftragter-6/804-22-tb-lfd-sachsen-2021-o-drs-nr-vom-25-05-2022/file
1345,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Schleswig-Holstein,2021,2021.0,,Physician,Health Care,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.zaftda.de/tb-bundeslaender/schleswig-holstein/landesdatenschutzbeauftragter-8/790-40-tb-lfd-schleswig-holstein-2021-19-3545-vom-22-02-2022/file
1346,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Schleswig-Holstein,2021,2021.0,,Physician,Health Care,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.zaftda.de/tb-bundeslaender/schleswig-holstein/landesdatenschutzbeauftragter-8/790-40-tb-lfd-schleswig-holstein-2021-19-3545-vom-22-02-2022/file
1347,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Schleswig-Holstein,2021,2021.0,,Unknown,Health Care,Unknown,Unknown,https://www.zaftda.de/tb-bundeslaender/schleswig-holstein/landesdatenschutzbeauftragter-8/790-40-tb-lfd-schleswig-holstein-2021-19-3545-vom-22-02-2022/file
1348,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Schleswig-Holstein,2021,2021.0,,Bank employee,"Finance, Insurance and Consulting",Unknown,Insufficient legal basis for data processing,https://www.zaftda.de/tb-bundeslaender/schleswig-holstein/landesdatenschutzbeauftragter-8/790-40-tb-lfd-schleswig-holstein-2021-19-3545-vom-22-02-2022/file
1349,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Saarland,2021,2021.0,,Restaurant,Accomodation and Hospitality,"Art. 24 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.zaftda.de/tb-bundeslaender/saarland/landesdatenschutzbeauftragte-1/808-30-tb-lfd-saarland-2021-17-09-vom-22-06-2022/file
1350,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Saarland,2021,2021.0,,Political organization,Individuals and Private Associations,Unknown,Unknown,https://www.zaftda.de/tb-bundeslaender/saarland/landesdatenschutzbeauftragte-1/808-30-tb-lfd-saarland-2021-17-09-vom-22-06-2022/file
1351,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-16,2022.0,5000.0,"RODALI GESTIÓN INMOBILIARIA, S.L.",Real Estate,Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.aepd.es/es/documento/ps-00618-2021.pdf
1352,ISLE OF MAN,Isle OF Man,/flags/flag_isle%20of%20man.png,Information Commissioner of Isle of Man,2022-07-13,2022.0,202000.0,Manx Care Ltd,Health Care,"Art. 5 (1) c), f) GDPR, Art. 5 (2) GDPR, Art. 24 GDPR, Art. 25 GDPR, Art. 32 GDPR, Art. 34 GDPR, Art. 58 GDPR",Non-compliance with general data processing principles,https://www.inforights.im/media/2021/manx_care_penalty_notice_13july2022_web.pdf
1353,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2021-09-16,2021.0,1000.0,Farpa s.r.l.,Health Care,"Art. 5 (1) a) GDPR, Art. 13 GDPR, Art. 88 GDPR, Art. 114 Codice della privacy",Non-compliance with general data processing principles,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9718901
1354,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2021-04-29,2021.0,2000.0,Santa Ninfa municipality,Public Sector and Education,"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) Art. 6 (2) GDPR, Art. 6 (3) b) GDPR GDPR, Art. 2-ter (1), (3) Codice della privacy",Insufficient legal basis for data processing,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9681085
1355,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-15,2022.0,3600.0,"ECOZONO Y CULTURA, S.L.",Industry and Commerce,Art. 6 (1) GDPR,Insufficient legal basis for data processing,https://www.aepd.es/es/documento/ps-00400-2021.pdf
1356,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-12,2022.0,6000.0,FREE SUN ENERGY S.L.,Transportation and Energy,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.aepd.es/es/documento/ps-00089-2022.pdf
1357,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-07-12,2022.0,1600.0,"JOYPAZAR, S.A.",Industry and Commerce,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00094-2022.pdf
1358,SLOVAKIA,Slovakia,/flags/flag_slovakia.png,Slovak Data Protection Office,2021,2021.0,500.0,Unknown,Not assigned,Art. 31 GDPR,Insufficient cooperation with supervisory authority,https://dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_rok_2021.pdf
1359,SLOVAKIA,Slovakia,/flags/flag_slovakia.png,Slovak Data Protection Office,2021,2021.0,100.0,Unknown,Not assigned,Unknown,Unknown,https://dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_rok_2021.pdf
1360,SLOVAKIA,Slovakia,/flags/flag_slovakia.png,Slovak Data Protection Office,2021,2021.0,40000.0,Unknown,Not assigned,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 28 GDPR",Non-compliance with general data processing principles,https://dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_rok_2021.pdf
1361,FRANCE,France,/flags/flag_france.png,French Data Protection Authority (CNIL),2022-08-19,2022.0,600000.0,ACCOR SA,Accomodation and Hospitality,"Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 21 GDPR, Art. 32 GDPR, L. 34-5 CPCE",Insufficient fulfilment of data subjects rights,https://www.cnil.fr/fr/prospection-commerciale-et-droits-des-personnes-sanction-de-600-000-euros-lencontre-daccor
1362,GREECE,Greece,/flags/flag_greece.png,Hellenic Data Protection Authority (HDPA),2022-08-03,2022.0,30000.0,Private Polyclinic and Diagnostic Centre of Pyle Axiou,Health Care,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,https://www.dpa.gr/el/enimerwtiko/prakseisArxis/epiboli-prostimoy-gia-ti-mi-lipsi-katallilon-tehnikon-organotikon-metron
1363,GREECE,Greece,/flags/flag_greece.png,Hellenic Data Protection Authority (HDPA),2022-07-19,2022.0,20000.0,DO VALUE GREECE LOANS & CREDITS CLAIM MANAGEMENT S.A.,"Finance, Insurance and Consulting","Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR, Art. 12 (2) GDPR",Insufficient fulfilment of data subjects rights,https://www.dpa.gr/el/enimerwtiko/prakseisArxis/epiboli-dioikitikoy-prostimoy-gia-paranomi-epexergasia-prosopikon
1364,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-22,2022.0,900.0,"UNONO NET 3.0, S.L.","Finance, Insurance and Consulting","Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00135-2022.pdf
1365,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-08-22,2022.0,600.0,Private individual,Individuals and Private Associations,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00070-2022.pdf
