,primary_country_target,primary_country_partner,Count
2721,India,Denmark,29
2769,India,South Africa,25
2713,India,Chile,24
2751,India,Norway,24
2766,India,Singapore,24
2703,India,Austria,23
2726,India,Finland,23
2746,India,Mexico,23
2705,India,Belgium,22
2760,India,Russia,20
2775,India,Taiwan,20
2736,India,Ireland,19
2737,India,Israel,19
2749,India,New Zealand,19
2770,India,South Korea,19
2785,India,United Arab Emirates,18
2701,India,Argentina,17
2757,India,Portugal,15
2715,India,Colombia,14
2780,India,Turkey,14
2724,India,Estonia,13
2756,India,Poland,13
2718,India,Czech Republic,12
2741,India,Kenya,12
2744,India,Malaysia,12
2732,India,Hungary,10
2772,India,Sri Lanka,10
2716,India,Costa Rica,9
2730,India,Greece,9
2787,India,Vietnam,9
2709,India,Bulgaria,8
2750,India,Nigeria,8
2755,India,Philippines,8
2762,India,Saudi Arabia,8
2765,India,Serbia,8
2723,India,Egypt,7
2734,India,Indonesia,7
2754,India,Peru,7
2758,India,Qatar,7
2776,India,Tanzania,7
2706,India,Bolivia,6
2712,India,Center for Astrophysics,6
2717,India,Croatia,6
2722,India,Ecuador,6
2733,India,Iceland,6
2735,India,Iran,6
2748,India,Morocco,6
2752,India,Pakistan,6
2767,India,Slovakia,6
2704,India,Bangladesh,5
2720,India,Côte d'Ivoire,5
2725,India,Ethiopia,5
2759,India,Romania,5
2778,India,The Philippines,5
2784,India,Ukraine,5
2786,India,Venezuela,5
2710,India,Cameroon,4
2753,India,Panama,4
2777,India,Thailand,4
2742,India,Lithuania,3
2761,India,Rwanda,3
2783,India,Uganda,3
2731,India,Hong Kong,2
2743,India,Luxembourg,2
2747,India,Mongolia,2
2764,India,Senegal,2
2768,India,Slovenia,2
2707,India,Botswana,1
2719,India,Czechia,1
2728,India,Georgia,1
2740,India,Kazakhstan,1
2745,India,Mali,1
2763,India,Scotland,1
2779,India,Tunisia,1
2790,Indonesia,Australia,33
2864,Indonesia,USA,27
2863,Indonesia,UK,26
2814,Indonesia,France,17
2870,Indonesia,the Netherlands,16
2799,Indonesia,Canada,15
2816,Indonesia,Germany,15
2825,Indonesia,Japan,15
2808,Indonesia,Denmark,14
2801,Indonesia,China,13
2796,Indonesia,Brazil,12
2850,Indonesia,Singapore,12
2853,Indonesia,Spain,11
2833,Indonesia,New Zealand,10
2802,Indonesia,Colombia,9
2829,Indonesia,Malaysia,9
2851,Indonesia,South Africa,9
2856,Indonesia,Switzerland,9
2824,Indonesia,Italy,8
2830,Indonesia,Mexico,8
2855,Indonesia,Sweden,8
2789,Indonesia,Argentina,7
2800,Indonesia,Chile,7
2820,Indonesia,India,7
2857,Indonesia,Taiwan,7
2798,Indonesia,Cameroon,6
2835,Indonesia,Norway,6
2845,Indonesia,Russia,6
2846,Indonesia,Saudi Arabia,6
2860,Indonesia,The Philippines,6
2793,Indonesia,Belgium,5
2809,Indonesia,Ecuador,5
2811,Indonesia,Estonia,5
2813,Indonesia,Finland,5
2852,Indonesia,South Korea,5
2854,Indonesia,Sri Lanka,5
2869,Indonesia,Vietnam,5
2791,Indonesia,Austria,4
2792,Indonesia,Bangladesh,4
2817,Indonesia,Greece,4
2822,Indonesia,Ireland,4
2834,Indonesia,Nigeria,4
2838,Indonesia,Peru,4
2840,Indonesia,Poland,4
2858,Indonesia,Tanzania,4
2859,Indonesia,Thailand,4
2862,Indonesia,Turkey,4
2867,Indonesia,United Arab Emirates,4
2868,Indonesia,Venezuela,4
2804,Indonesia,Croatia,3
2823,Indonesia,Israel,3
2827,Indonesia,Kenya,3
2837,Indonesia,Panama,3
2842,Indonesia,Qatar,3
2865,Indonesia,Uganda,3
2794,Indonesia,Bolivia,2
2803,Indonesia,Costa Rica,2
2806,Indonesia,Côte d'Ivoire,2
2807,Indonesia,Democratic Republic of the Congo,2
2810,Indonesia,Egypt,2
2818,Indonesia,Hungary,2
2821,Indonesia,Iran,2
2832,Indonesia,Morocco,2
2836,Indonesia,Pakistan,2
2839,Indonesia,Philippines,2
2841,Indonesia,Portugal,2
2848,Indonesia,Serbia,2
2849,Indonesia,Sierra Leone,2
2866,Indonesia,Ukraine,2
2795,Indonesia,Botswana,1
2797,Indonesia,Bulgaria,1
2805,Indonesia,Czech Republic,1
2812,Indonesia,Ethiopia,1
2815,Indonesia,Georgia,1
2819,Indonesia,Iceland,1
2826,Indonesia,Kazakhstan,1
2828,Indonesia,Lithuania,1
2831,Indonesia,Mongolia,1
2843,Indonesia,Republic of Singapore,1
2844,Indonesia,Romania,1
2847,Indonesia,Senegal,1
2861,Indonesia,Tunisia,1
2941,Iran,USA,27
2940,Iran,UK,19
2892,Iran,France,18
2895,Iran,Germany,18
2879,Iran,Canada,15
2872,Iran,Australia,11
2933,Iran,Sweden,11
2881,Iran,China,10
2904,Iran,Italy,10
2873,Iran,Austria,9
2924,Iran,Saudi Arabia,9
2875,Iran,Belgium,8
2877,Iran,Brazil,8
2884,Iran,Czech Republic,8
2905,Iran,Japan,8
2923,Iran,Russia,8
2931,Iran,Spain,8
2934,Iran,Switzerland,8
2871,Iran,Argentina,7
2886,Iran,Denmark,7
2947,Iran,the Netherlands,7
2900,Iran,India,6
2903,Iran,Israel,6
2915,Iran,Norway,6
2919,Iran,Poland,6
2921,Iran,Qatar,6
2925,Iran,Serbia,6
2939,Iran,Turkey,6
2882,Iran,Colombia,5
2891,Iran,Finland,5
2898,Iran,Hungary,5
2911,Iran,Mongolia,5
2920,Iran,Portugal,5
2930,Iran,South Korea,5
2944,Iran,United Arab Emirates,5
2880,Iran,Chile,4
2889,Iran,Estonia,4
2907,Iran,Kenya,4
2908,Iran,Lithuania,4
2922,Iran,Romania,4
2926,Iran,Singapore,4
2883,Iran,Croatia,3
2888,Iran,Egypt,3
2894,Iran,Georgia,3
2902,Iran,Ireland,3
2910,Iran,Mexico,3
2913,Iran,New Zealand,3
2927,Iran,Slovakia,3
2929,Iran,South Africa,3
2936,Iran,Thailand,3
2937,Iran,The Philippines,3
2943,Iran,Ukraine,3
2878,Iran,Bulgaria,2
2885,Iran,Czechia,2
2887,Iran,Ecuador,2
2896,Iran,Greece,2
2901,Iran,Indonesia,2
2906,Iran,Kazakhstan,2
2909,Iran,Malaysia,2
2916,Iran,Pakistan,2
2938,Iran,Tunisia,2
2874,Iran,Bangladesh,1
2876,Iran,Botswana,1
2890,Iran,Ethiopia,1
2893,Iran,France [],1
2897,Iran,Hong Kong,1
2899,Iran,Iceland,1
2912,Iran,Morocco,1
2914,Iran,Nigeria,1
2917,Iran,Panama,1
2918,Iran,Peru,1
2928,Iran,Slovenia,1
2932,Iran,Sri Lanka,1
2935,Iran,Taiwan,1
2942,Iran,Uganda,1
2945,Iran,Venezuela,1
2946,Iran,Vietnam,1
3025,Ireland,USA,137
3023,Ireland,UK,117
2973,Ireland,Germany,99
2971,Ireland,France,78
2955,Ireland,Canada,62
2982,Ireland,Italy,59
3014,Ireland,Spain,58
3030,Ireland,the Netherlands,56
3016,Ireland,Switzerland,54
2949,Ireland,Australia,49
3015,Ireland,Sweden,49
2950,Ireland,Austria,43
2965,Ireland,Denmark,38
2958,Ireland,China,36
2951,Ireland,Belgium,31
2983,Ireland,Japan,29
2970,Ireland,Finland,26
3004,Ireland,Russia,26
2999,Ireland,Poland,25
2981,Ireland,Israel,23
2994,Ireland,Norway,20
2978,Ireland,India,19
2962,Ireland,Czech Republic,18
2952,Ireland,Brazil,17
2992,Ireland,New Zealand,17
2968,Ireland,Estonia,15
2974,Ireland,Greece,15
2977,Ireland,Iceland,15
3009,Ireland,Singapore,15
3012,Ireland,South Africa,15
2976,Ireland,Hungary,14
3000,Ireland,Portugal,14
2957,Ireland,Chile,13
3013,Ireland,South Korea,13
3022,Ireland,Turkey,12
3017,Ireland,Taiwan,11
2989,Ireland,Mexico,10
3027,Ireland,United Arab Emirates,10
2948,Ireland,Argentina,9
2953,Ireland,Bulgaria,9
3008,Ireland,Serbia,9
2961,Ireland,Croatia,8
2984,Ireland,Kazakhstan,7
2988,Ireland,Malaysia,7
3003,Ireland,Romania,7
2956,Ireland,Center for Astrophysics,6
2959,Ireland,Colombia,5
2963,Ireland,Czechia,5
2998,Ireland,Philippines,5
3011,Ireland,Slovenia,5
2979,Ireland,Indonesia,4
3006,Ireland,Saudi Arabia,4
3010,Ireland,Slovakia,4
3020,Ireland,The Philippines,4
3026,Ireland,Ukraine,4
2966,Ireland,Ecuador,3
2980,Ireland,Iran,3
2986,Ireland,Lithuania,3
2993,Ireland,Nigeria,3
3019,Ireland,Thailand,3
2967,Ireland,Egypt,2
2987,Ireland,Luxembourg,2
2990,Ireland,Mongolia,2
3001,Ireland,Qatar,2
3005,Ireland,Rwanda,2
3021,Ireland,Tunisia,2
3024,Ireland,UK [],2
2954,Ireland,Cameroon,1
2960,Ireland,Costa Rica,1
2964,Ireland,Côte d'Ivoire,1
2969,Ireland,Ethiopia,1
2972,Ireland,Georgia,1
2975,Ireland,Hong Kong,1
2985,Ireland,Kenya,1
2991,Ireland,Morocco,1
2995,Ireland,Pakistan,1
2996,Ireland,Panama,1
2997,Ireland,Peru,1
3002,Ireland,Republic of Singapore,1
3007,Ireland,Scotland,1
3018,Ireland,Tanzania,1
3028,Ireland,Venezuela,1
3029,Ireland,Vietnam,1
3110,Israel,USA,373
3057,Israel,Germany,153
3108,Israel,UK,137
3056,Israel,France,93
3067,Israel,Japan,78
3098,Israel,Spain,77
3101,Israel,Switzerland,77
3040,Israel,Canada,72
3066,Israel,Italy,67
3043,Israel,China,65
3100,Israel,Sweden,62
3116,Israel,the Netherlands,59
3032,Israel,Australia,56
3050,Israel,Denmark,55
3033,Israel,Austria,36
3035,Israel,Belgium,30
3038,Israel,Brazil,23
3055,Israel,Finland,23
3065,Israel,Ireland,23
3093,Israel,Singapore,23
3083,Israel,Poland,21
3088,Israel,Russia,21
3062,Israel,India,19
3042,Israel,Chile,18
3097,Israel,South Korea,18
3048,Israel,Czech Republic,17
3078,Israel,Norway,15
3084,Israel,Portugal,15
3058,Israel,Greece,14
3060,Israel,Hungary,14
3096,Israel,South Africa,11
3102,Israel,Taiwan,11
3073,Israel,Mexico,9
3089,Israel,Saudi Arabia,9
3031,Israel,Argentina,8
3047,Israel,Croatia,8
3070,Israel,Lithuania,8
3076,Israel,New Zealand,8
3053,Israel,Estonia,7
3069,Israel,Kenya,7
3107,Israel,Turkey,7
3061,Israel,Iceland,6
3064,Israel,Iran,6
3092,Israel,Serbia,6
3077,Israel,Nigeria,5
3045,Israel,Colombia,4
3049,Israel,Czechia,4
3079,Israel,Pakistan,4
3094,Israel,Slovakia,4
3095,Israel,Slovenia,4
3112,Israel,Ukraine,4
3113,Israel,United Arab Emirates,4
3046,Israel,Costa Rica,3
3051,Israel,Ecuador,3
3059,Israel,Hong Kong,3
3063,Israel,Indonesia,3
3072,Israel,Malaysia,3
3074,Israel,Mongolia,3
3082,Israel,Philippines,3
3099,Israel,Sri Lanka,3
3104,Israel,Thailand,3
3105,Israel,The Philippines,3
3106,Israel,Tunisia,3
3039,Israel,Bulgaria,2
3052,Israel,Egypt,2
3071,Israel,Luxembourg,2
3075,Israel,Morocco,2
3080,Israel,Panama,2
3081,Israel,Peru,2
3087,Israel,Romania,2
3111,Israel,Uganda,2
3114,Israel,Venezuela,2
3034,Israel,Bangladesh,1
3036,Israel,Bolivia,1
3037,Israel,Botswana,1
3041,Israel,Center for Astrophysics,1
3044,Israel,China [],1
3054,Israel,Ethiopia,1
3068,Israel,Kazakhstan,1
3085,Israel,Qatar,1
3086,Israel,Republic of Singapore,1
3090,Israel,Scotland,1
3091,Israel,Senegal,1
3103,Israel,Tanzania,1
3109,Israel,UK [],1
3115,Israel,Vietnam,1
3209,Italy,USA,550
3206,Italy,UK,375
3148,Italy,Germany,349
3145,Italy,France,269
3196,Italy,Spain,215
3199,Italy,Switzerland,193
3215,Italy,the Netherlands,178
3127,Italy,Canada,172
3118,Italy,Australia,136
3130,Italy,China,134
3198,Italy,Sweden,128
3119,Italy,Austria,113
3160,Italy,Japan,108
3139,Italy,Denmark,103
3121,Italy,Belgium,89
3184,Italy,Russia,74
3178,Italy,Poland,69
3159,Italy,Israel,67
3172,Italy,Norway,64
3144,Italy,Finland,62
3158,Italy,Ireland,59
3135,Italy,Czech Republic,52
3195,Italy,South Korea,51
3124,Italy,Brazil,49
3129,Italy,Chile,45
3155,Italy,India,44
3191,Italy,Singapore,43
3179,Italy,Portugal,40
3150,Italy,Greece,36
3153,Italy,Hungary,36
3194,Italy,South Africa,35
3167,Italy,Mexico,34
3142,Italy,Estonia,32
3170,Italy,New Zealand,32
3200,Italy,Taiwan,32
3117,Italy,Argentina,28
3154,Italy,Iceland,27
3134,Italy,Croatia,26
3205,Italy,Turkey,26
3189,Italy,Serbia,23
3183,Italy,Romania,21
3125,Italy,Bulgaria,18
3132,Italy,Colombia,18
3193,Italy,Slovenia,17
3166,Italy,Malaysia,16
3186,Italy,Saudi Arabia,15
3211,Italy,Ukraine,15
3212,Italy,United Arab Emirates,15
3192,Italy,Slovakia,13
3180,Italy,Qatar,12
3169,Italy,Morocco,11
3176,Italy,Peru,11
3128,Italy,Center for Astrophysics,10
3157,Italy,Iran,10
3171,Italy,Nigeria,10
3202,Italy,Thailand,10
3133,Italy,Costa Rica,9
3140,Italy,Ecuador,9
3161,Italy,Kazakhstan,9
3164,Italy,Luxembourg,9
3177,Italy,Philippines,9
3122,Italy,Bolivia,8
3136,Italy,Czechia,8
3156,Italy,Indonesia,8
3174,Italy,Pakistan,8
3175,Italy,Panama,8
3210,Italy,Uganda,8
3214,Italy,Vietnam,8
3126,Italy,Cameroon,7
3152,Italy,Hong Kong,7
3162,Italy,Kenya,7
3163,Italy,Lithuania,7
3201,Italy,Tanzania,7
3213,Italy,Venezuela,7
3141,Italy,Egypt,6
3147,Italy,Georgia,6
3197,Italy,Sri Lanka,6
3120,Italy,Bangladesh,5
3143,Italy,Ethiopia,5
3204,Italy,Tunisia,5
3168,Italy,Mongolia,4
3137,Italy,Côte d'Ivoire,3
3138,Italy,Democratic Republic of the Congo,3
3146,Italy,France [],3
3185,Italy,Rwanda,3
3190,Italy,Sierra Leone,3
3203,Italy,The Philippines,3
3151,Italy,Guinea,2
3187,Italy,Scotland,2
3188,Italy,Senegal,2
3207,Italy,UK [],2
3208,Italy,US,2
3123,Italy,Botswana,1
3131,Italy,China [],1
3149,Italy,Germany [],1
3165,Italy,MO,1
3173,Italy,PR China,1
3181,Italy,ROC,1
3182,Italy,Republic of Singapore,1
3304,Japan,USA,749
3303,Japan,UK,308
3246,Japan,Germany,307
3229,Japan,China,214
3243,Japan,France,196
3217,Japan,Australia,169
3310,Japan,the Netherlands,151
3226,Japan,Canada,150
3295,Japan,Switzerland,142
3292,Japan,Spain,125
3257,Japan,Italy,108
3294,Japan,Sweden,95
3256,Japan,Israel,78
3237,Japan,Denmark,75
3291,Japan,South Korea,74
3218,Japan,Austria,71
3287,Japan,Singapore,65
3220,Japan,Belgium,64
3296,Japan,Taiwan,54
3242,Japan,Finland,50
3280,Japan,Russia,50
3223,Japan,Brazil,48
3252,Japan,India,48
3268,Japan,Norway,45
3266,Japan,New Zealand,39
3290,Japan,South Africa,39
3274,Japan,Poland,37
3263,Japan,Mexico,34
3228,Japan,Chile,32
3255,Japan,Ireland,29
3233,Japan,Czech Republic,28
3216,Japan,Argentina,26
3275,Japan,Portugal,26
3248,Japan,Greece,23
3240,Japan,Estonia,21
3251,Japan,Iceland,21
3250,Japan,Hungary,20
3230,Japan,Colombia,18
3262,Japan,Malaysia,18
3253,Japan,Indonesia,15
3282,Japan,Saudi Arabia,15
3285,Japan,Serbia,14
3298,Japan,Thailand,14
3301,Japan,Turkey,14
3273,Japan,Philippines,11
3293,Japan,Sri Lanka,11
3232,Japan,Croatia,10
3238,Japan,Ecuador,10
3249,Japan,Hong Kong,10
3279,Japan,Romania,10
3307,Japan,United Arab Emirates,10
3276,Japan,Qatar,9
3297,Japan,Tanzania,9
3224,Japan,Bulgaria,8
3254,Japan,Iran,8
3259,Japan,Kenya,8
3271,Japan,Panama,8
3309,Japan,Vietnam,8
3231,Japan,Costa Rica,7
3267,Japan,Nigeria,7
3272,Japan,Peru,7
3289,Japan,Slovenia,7
3299,Japan,The Philippines,7
3225,Japan,Cameroon,6
3239,Japan,Egypt,6
3264,Japan,Mongolia,6
3270,Japan,Pakistan,6
3288,Japan,Slovakia,6
3305,Japan,Uganda,6
3308,Japan,Venezuela,6
3260,Japan,Lithuania,5
3265,Japan,Morocco,5
3221,Japan,Bolivia,4
3235,Japan,Côte d'Ivoire,4
3258,Japan,Kazakhstan,4
3261,Japan,Luxembourg,4
3306,Japan,Ukraine,4
3219,Japan,Bangladesh,3
3227,Japan,Center for Astrophysics,3
3234,Japan,Czechia,3
3241,Japan,Ethiopia,3
3245,Japan,Georgia,3
3247,Japan,Germany [],3
3269,Japan,PR China,2
3277,Japan,ROC,2
3284,Japan,Senegal,2
3300,Japan,Tunisia,2
3222,Japan,Botswana,1
3236,Japan,Democratic Republic of the Congo,1
3244,Japan,France [],1
3278,Japan,Republic of Singapore,1
3281,Japan,Rwanda,1
3283,Japan,Scotland,1
3286,Japan,Sierra Leone,1
3302,Japan,U.K,1
3349,Kazakhstan,Russia,21
3363,Kazakhstan,UK,20
3364,Kazakhstan,USA,20
3328,Kazakhstan,Germany,18
3358,Kazakhstan,Sweden,13
3322,Kazakhstan,Denmark,12
3326,Kazakhstan,France,11
3329,Kazakhstan,Hungary,11
3357,Kazakhstan,Spain,10
3312,Kazakhstan,Austria,9
3336,Kazakhstan,Italy,9
3341,Kazakhstan,Mongolia,9
3359,Kazakhstan,Switzerland,9
3320,Kazakhstan,Czech Republic,8
3368,Kazakhstan,the Netherlands,8
3334,Kazakhstan,Ireland,7
3345,Kazakhstan,Poland,7
3327,Kazakhstan,Georgia,6
3365,Kazakhstan,Ukraine,6
3343,Kazakhstan,Norway,5
3346,Kazakhstan,Portugal,5
3314,Kazakhstan,Belgium,4
3316,Kazakhstan,Canada,4
3319,Kazakhstan,Croatia,4
3321,Kazakhstan,Czechia,4
3337,Kazakhstan,Japan,4
3348,Kazakhstan,Romania,4
3354,Kazakhstan,Slovakia,4
3311,Kazakhstan,Australia,3
3315,Kazakhstan,Bulgaria,3
3324,Kazakhstan,Estonia,3
3325,Kazakhstan,Finland,3
3338,Kazakhstan,Lithuania,3
3351,Kazakhstan,Saudi Arabia,3
3352,Kazakhstan,Serbia,3
3360,Kazakhstan,Taiwan,3
3362,Kazakhstan,Turkey,3
3318,Kazakhstan,China,2
3333,Kazakhstan,Iran,2
3342,Kazakhstan,New Zealand,2
3353,Kazakhstan,Singapore,2
3313,Kazakhstan,Bangladesh,1
3317,Kazakhstan,Chile,1
3323,Kazakhstan,Egypt,1
3330,Kazakhstan,Iceland,1
3331,Kazakhstan,India,1
3332,Kazakhstan,Indonesia,1
3335,Kazakhstan,Israel,1
3339,Kazakhstan,Luxembourg,1
3340,Kazakhstan,Mexico,1
3344,Kazakhstan,Philippines,1
3347,Kazakhstan,Qatar,1
3350,Kazakhstan,Rwanda,1
3355,Kazakhstan,Slovenia,1
3356,Kazakhstan,South Korea,1
3361,Kazakhstan,Tunisia,1
3366,Kazakhstan,United Arab Emirates,1
3367,Kazakhstan,Vietnam,1
3440,Kenya,USA,41
3439,Kenya,UK,40
3370,Kenya,Australia,18
3428,Kenya,South Africa,17
3381,Kenya,China,16
3433,Kenya,Switzerland,16
3379,Kenya,Canada,15
3393,Kenya,France,15
3394,Kenya,Germany,15
3430,Kenya,Spain,14
3398,Kenya,India,12
3376,Kenya,Brazil,10
3435,Kenya,Tanzania,9
3404,Kenya,Japan,8
3425,Kenya,Saudi Arabia,8
3446,Kenya,the Netherlands,8
3382,Kenya,Colombia,7
3402,Kenya,Israel,7
3403,Kenya,Italy,7
3412,Kenya,New Zealand,7
3443,Kenya,United Arab Emirates,7
3409,Kenya,Mexico,6
3432,Kenya,Sweden,6
3369,Kenya,Argentina,5
3387,Kenya,Denmark,5
3392,Kenya,Finland,5
3414,Kenya,Norway,5
3420,Kenya,Portugal,5
3371,Kenya,Austria,4
3389,Kenya,Egypt,4
3391,Kenya,Ethiopia,4
3400,Kenya,Iran,4
3407,Kenya,Malaysia,4
3423,Kenya,Russia,4
3427,Kenya,Singapore,4
3431,Kenya,Sri Lanka,4
3373,Kenya,Belgium,3
3380,Kenya,Chile,3
3388,Kenya,Ecuador,3
3390,Kenya,Estonia,3
3396,Kenya,Hungary,3
3399,Kenya,Indonesia,3
3413,Kenya,Nigeria,3
3417,Kenya,Peru,3
3421,Kenya,Qatar,3
3434,Kenya,Taiwan,3
3437,Kenya,The Philippines,3
3438,Kenya,Tunisia,3
3372,Kenya,Bangladesh,2
3377,Kenya,Bulgaria,2
3384,Kenya,Croatia,2
3385,Kenya,Czech Republic,2
3386,Kenya,Democratic Republic of the Congo,2
3405,Kenya,Lithuania,2
3408,Kenya,Mali,2
3416,Kenya,Panama,2
3418,Kenya,Philippines,2
3424,Kenya,Rwanda,2
3429,Kenya,South Korea,2
3441,Kenya,Uganda,2
3442,Kenya,Ukraine,2
3374,Kenya,Bolivia,1
3375,Kenya,Botswana,1
3378,Kenya,Cameroon,1
3383,Kenya,Costa Rica,1
3395,Kenya,Greece,1
3397,Kenya,Iceland,1
3401,Kenya,Ireland,1
3406,Kenya,Luxembourg,1
3410,Kenya,Mongolia,1
3411,Kenya,Morocco,1
3415,Kenya,Pakistan,1
3419,Kenya,Poland,1
3422,Kenya,Romania,1
3426,Kenya,Serbia,1
3436,Kenya,Thailand,1
3444,Kenya,Venezuela,1
3445,Kenya,Vietnam,1
3511,Lithuania,USA,13
3465,Lithuania,France,11
3510,Lithuania,UK,11
3467,Lithuania,Germany,10
3492,Lithuania,Russia,10
3454,Lithuania,Canada,9
3503,Lithuania,Switzerland,9
3462,Lithuania,Denmark,8
3475,Lithuania,Israel,8
3500,Lithuania,Spain,8
3449,Lithuania,Austria,7
3469,Lithuania,Hungary,7
3476,Lithuania,Italy,7
3488,Lithuania,Poland,7
3502,Lithuania,Sweden,7
3450,Lithuania,Belgium,6
3463,Lithuania,Estonia,6
3485,Lithuania,Norway,6
3514,Lithuania,the Netherlands,6
3448,Lithuania,Australia,5
3461,Lithuania,Czechia,5
3477,Lithuania,Japan,5
3452,Lithuania,Brazil,4
3456,Lithuania,China,4
3459,Lithuania,Croatia,4
3460,Lithuania,Czech Republic,4
3464,Lithuania,Finland,4
3473,Lithuania,Iran,4
3489,Lithuania,Portugal,4
3491,Lithuania,Romania,4
3447,Lithuania,Argentina,3
3471,Lithuania,India,3
3474,Lithuania,Ireland,3
3478,Lithuania,Kazakhstan,3
3482,Lithuania,Mongolia,3
3493,Lithuania,Saudi Arabia,3
3495,Lithuania,Singapore,3
3509,Lithuania,Turkey,3
3512,Lithuania,Ukraine,3
3453,Lithuania,Bulgaria,2
3455,Lithuania,Chile,2
3457,Lithuania,Colombia,2
3466,Lithuania,Georgia,2
3468,Lithuania,Greece,2
3470,Lithuania,Iceland,2
3479,Lithuania,Kenya,2
3480,Lithuania,Luxembourg,2
3481,Lithuania,Mexico,2
3483,Lithuania,Morocco,2
3494,Lithuania,Serbia,2
3451,Lithuania,Bolivia,1
3458,Lithuania,Costa Rica,1
3472,Lithuania,Indonesia,1
3484,Lithuania,New Zealand,1
3486,Lithuania,Pakistan,1
3487,Lithuania,Peru,1
3490,Lithuania,Republic of Singapore,1
3496,Lithuania,Slovakia,1
3497,Lithuania,Slovenia,1
3498,Lithuania,South Africa,1
3499,Lithuania,South Korea,1
3501,Lithuania,Sri Lanka,1
3504,Lithuania,Taiwan,1
3505,Lithuania,Tanzania,1
3506,Lithuania,Thailand,1
3507,Lithuania,The Philippines,1
3508,Lithuania,Tunisia,1
3513,Lithuania,United Arab Emirates,1
3569,Luxembourg,USA,20
3535,Luxembourg,Germany,15
3568,Luxembourg,UK,13
3542,Luxembourg,Italy,9
3564,Luxembourg,Switzerland,9
3533,Luxembourg,France,8
3562,Luxembourg,Spain,8
3517,Luxembourg,Austria,6
3518,Luxembourg,Belgium,6
3523,Luxembourg,China,6
3573,Luxembourg,the Netherlands,6
3516,Luxembourg,Australia,5
3532,Luxembourg,Finland,5
3556,Luxembourg,Russia,5
3563,Luxembourg,Sweden,5
3521,Luxembourg,Canada,4
3543,Luxembourg,Japan,4
3550,Luxembourg,Norway,4
3520,Luxembourg,Bulgaria,3
3531,Luxembourg,Estonia,3
3538,Luxembourg,Hungary,3
3522,Luxembourg,Chile,2
3527,Luxembourg,Czech Republic,2
3529,Luxembourg,Denmark,2
3539,Luxembourg,India,2
3540,Luxembourg,Ireland,2
3541,Luxembourg,Israel,2
3546,Luxembourg,Lithuania,2
3549,Luxembourg,New Zealand,2
3552,Luxembourg,Poland,2
3555,Luxembourg,Romania,2
3561,Luxembourg,South Korea,2
3515,Luxembourg,Argentina,1
3519,Luxembourg,Bolivia,1
3524,Luxembourg,Colombia,1
3525,Luxembourg,Costa Rica,1
3526,Luxembourg,Croatia,1
3528,Luxembourg,Czechia,1
3530,Luxembourg,Egypt,1
3534,Luxembourg,Georgia,1
3536,Luxembourg,Greece,1
3537,Luxembourg,Hong Kong,1
3544,Luxembourg,Kazakhstan,1
3545,Luxembourg,Kenya,1
3547,Luxembourg,Malaysia,1
3548,Luxembourg,Morocco,1
3551,Luxembourg,Philippines,1
3553,Luxembourg,Portugal,1
3554,Luxembourg,Qatar,1
3557,Luxembourg,Rwanda,1
3558,Luxembourg,Saudi Arabia,1
3559,Luxembourg,Singapore,1
3560,Luxembourg,South Africa,1
3565,Luxembourg,Taiwan,1
3566,Luxembourg,Tanzania,1
3567,Luxembourg,Turkey,1
3570,Luxembourg,Ukraine,1
3571,Luxembourg,United Arab Emirates,1
3572,Luxembourg,Vietnam,1
3589,MO,USA,2
3574,MO,Australia,1
3575,MO,Belgium,1
3576,MO,Canada,1
3577,MO,China,1
3578,MO,Denmark,1
3579,MO,Estonia,1
3580,MO,Finland,1
3581,MO,France,1
3582,MO,Germany,1
3583,MO,Iceland,1
3584,MO,Italy,1
3585,MO,Spain,1
3586,MO,Sweden,1
3587,MO,Switzerland,1
3588,MO,UK,1
3590,MO,the Netherlands,1
3667,Malaysia,USA,39
3666,Malaysia,UK,32
3592,Malaysia,Australia,26
3603,Malaysia,China,25
3600,Malaysia,Canada,23
3618,Malaysia,Germany,21
3656,Malaysia,Spain,19
3628,Malaysia,Japan,18
3673,Malaysia,the Netherlands,17
3598,Malaysia,Brazil,16
3616,Malaysia,France,16
3627,Malaysia,Italy,16
3634,Malaysia,New Zealand,14
3610,Malaysia,Denmark,13
3654,Malaysia,South Africa,13
3659,Malaysia,Switzerland,13
3591,Malaysia,Argentina,12
3622,Malaysia,India,12
3651,Malaysia,Singapore,12
3604,Malaysia,Colombia,11
3658,Malaysia,Sweden,11
3631,Malaysia,Mexico,10
3636,Malaysia,Norway,10
3655,Malaysia,South Korea,10
3660,Malaysia,Taiwan,10
3623,Malaysia,Indonesia,9
3646,Malaysia,Russia,9
3595,Malaysia,Belgium,8
3611,Malaysia,Ecuador,8
3662,Malaysia,Thailand,8
3672,Malaysia,Vietnam,8
3599,Malaysia,Cameroon,7
3602,Malaysia,Chile,7
3607,Malaysia,Czech Republic,7
3615,Malaysia,Finland,7
3625,Malaysia,Ireland,7
3638,Malaysia,Panama,6
3641,Malaysia,Poland,6
3657,Malaysia,Sri Lanka,6
3663,Malaysia,The Philippines,6
3593,Malaysia,Austria,5
3605,Malaysia,Costa Rica,5
3648,Malaysia,Saudi Arabia,5
3661,Malaysia,Tanzania,5
3671,Malaysia,Venezuela,5
3596,Malaysia,Bolivia,4
3613,Malaysia,Estonia,4
3629,Malaysia,Kenya,4
